description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
positive regulation of cellular pH reduction	GO:0032849	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	AVPR1B
intestinal epithelial structure maintenance	GO:0060729	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	SOX9
positive regulation of mesenchymal stem cell proliferation	GO:1902462	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	FERMT2
synaptic vesicle membrane organization	GO:0048499	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TOR1A
positive regulation of wound healing, spreading of epidermal cells	GO:1903691	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	FERMT2
positive regulation of biomineral tissue development	GO:0070169	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATF4
neuron-neuron synaptic transmission	GO:0007270	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	PTEN
calcium ion export across plasma membrane	GO:1990034	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATP2B1
myoblast fusion involved in skeletal muscle regeneration	GO:0014905	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	CD81
prostate gland morphogenesis	GO:0060512	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	SOX9
regulation of transforming growth factor beta activation	GO:1901388	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ITGB8
diphosphoinositol polyphosphate metabolic process	GO:0071543	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	NUDT3
positive regulation of 3'-UTR-mediated mRNA stabilization	GO:1905870	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	LARP4B
cellular response to nutrient	GO:0031670	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	XBP1
central nervous system myelin maintenance	GO:0032286	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	PTEN
protein K29-linked deubiquitination	GO:0035523	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ZRANB1
spongiotrophoblast differentiation	GO:0060708	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ASCL2
positive regulation of extracellular matrix assembly	GO:1901203	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	SOX9
mesodermal cell fate specification	GO:0007501	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	HOXA11
T cell proliferation involved in immune response	GO:0002309	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TP53
Roundabout signaling pathway	GO:0035385	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	MYO9B
positive regulation of vitamin D receptor signaling pathway	GO:0070564	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	VDR
positive regulation of endoplasmic reticulum unfolded protein response	GO:1900103	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	XBP1
AMP biosynthetic process	GO:0006167	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ADSL
diadenosine hexaphosphate catabolic process	GO:1901909	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	NUDT3
lipoprotein catabolic process	GO:0042159	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATM
reproductive system development	GO:0061458	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	UBE2Q1
regulation of DNA damage response, signal transduction by p53 class mediator	GO:0043516	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TP53
positive regulation of thymocyte apoptotic process	GO:0070245	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TP53
response to acetylcholine	GO:1905144	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	CHRNB2
regulation of nuclear cell cycle DNA replication	GO:0033262	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TIPIN
positive regulation of macromolecule metabolic process	GO:0010604	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	BMPR1B
positive regulation of neuron differentiation	GO:0045666	4	345	86	18004	0.08320788180309821	0.23830682947809434	2.427232895180317	0	IRX3, GATA2, TCF4, GDF7
response to stress	GO:0006950	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATM
tongue morphogenesis	GO:0043587	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	WDPCP
B cell lineage commitment	GO:0002326	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TP53
sterol homeostasis	GO:0055092	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	XBP1
rRNA processing	GO:0006364	6	345	158	18004	0.08387511673695852	0.23830682947809434	1.981728123280132	0	MPHOSPH6, NOC4L, RPS27, DDX51, GEMIN4, MTERF4
podosome assembly	GO:0071800	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	FARP2
cellular response to oxygen-glucose deprivation	GO:0090650	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATF4
male mating behavior	GO:0060179	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	PTEN
negative regulation of mitophagy	GO:1901525	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TP53
negative regulation of Schwann cell proliferation	GO:0010626	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ASCL2
regulation of systemic arterial blood pressure by vasopressin	GO:0001992	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	AVPR1B
Ras protein signal transduction	GO:0007265	4	345	87	18004	0.08597094252385248	0.23830682947809434	2.3993336665000835	0	RAPGEF3, SETDB1, TP53, RIT1
regulation of Wnt signaling pathway, planar cell polarity pathway	GO:2000095	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ZNRF3
tetrapyrrole biosynthetic process	GO:0033014	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	UROS
positive regulation of retinoic acid receptor signaling pathway	GO:0048386	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	CTBP2
negative regulation of cellular response to transforming growth factor beta stimulus	GO:1903845	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	DLX1
response to salt	GO:1902074	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	RNLS
thymocyte apoptotic process	GO:0070242	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	BCL2L11
protein localization to microtubule plus-end	GO:1904825	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	GAS2L1
L-arginine import across plasma membrane	GO:0097638	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	SLC22A2
proteolysis	GO:0006508	17	345	617	18004	0.08621146403501588	0.23830682947809434	1.437850280694337	0	KLK3, SENP1, USP20, RHBDD3, SEC11C, MMP21, MMP7, CTSS, ADAM15, ATG4B, CTSK, METAP1D, PM20D1, MMP14, TMPRSS2, BACE2, ZRANB1
branching morphogenesis of a nerve	GO:0048755	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	DLX2
regulation of vascular associated smooth muscle contraction	GO:0003056	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATP2B1
folic acid-containing compound metabolic process	GO:0006760	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	FPGS
epithelial cell proliferation involved in salivary gland morphogenesis	GO:0060664	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	NKX3-1
DNA packaging	GO:0006323	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	HAT1
meiotic sister chromatid cohesion	GO:0051177	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	HORMAD1
negative regulation of chondrocyte proliferation	GO:1902731	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	BMPR1B
hypoxia-inducible factor-1alpha signaling pathway	GO:0097411	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	PDK1
positive regulation of transcription from RNA polymerase II promoter in response to oxidative stress	GO:0036091	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATF4
response to fatty acid	GO:0070542	2	345	26	18004	0.08805750433623388	0.23830682947809434	4.0142697881828315	0	SOX9, FOXO3
cellular response to heparin	GO:0071504	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	SOX9
regulation of dopamine uptake involved in synaptic transmission	GO:0051584	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	TOR1A
regulation of histone H3-K9 acetylation	GO:2000615	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	RAPGEF3
cellular magnesium ion homeostasis	GO:0010961	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	SLC41A1
AMP salvage	GO:0044209	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ADSL
calcium activated phospholipid scrambling	GO:0061588	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ANO7
positive regulation of CD4-positive, alpha-beta T cell proliferation	GO:2000563	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	CD81
autophagic cell death	GO:0048102	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	CDKN1B
negative regulation of telomere capping	GO:1904354	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ATM
regulation of glycogen metabolic process	GO:0070873	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	PHLDA2
negative regulation of DNA damage checkpoint	GO:2000002	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	CHEK2
purine nucleotide metabolic process	GO:0006163	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ADSL
ectodermal cell differentiation	GO:0010668	1	345	5	18004	0.09221960755594298	0.23830682947809434	10.437101449275364	0	ITGA6
nitrogen compound metabolic process	GO:0006807	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	TET2, PM20D1
myeloid cell differentiation	GO:0030099	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	TET2, CDKN1C
metal ion transport	GO:0030001	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	SLC39A1, SLC41A1
spliceosomal snRNP assembly	GO:0000387	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	SNRPC, GEMIN4
cAMP-mediated signaling	GO:0019933	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	RAPGEF3, SOX9
response to amino acid	GO:0043200	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	CDKN1B, GPRC6A
cilium organization	GO:0044782	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	WDPCP, ARMC2
focal adhesion assembly	GO:0048041	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	FERMT2, RHOD
intrinsic apoptotic signaling pathway by p53 class mediator	GO:0072332	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	BOK, TP53
regulation of cell morphogenesis	GO:0022604	2	345	27	18004	0.09394092666436474	0.23991236657491746	3.8655931293612453	0	FERMT2, ZRANB1
positive regulation of cell adhesion	GO:0045785	3	345	57	18004	0.09596353614505225	0.2445052246873352	2.7466056445461478	0	ATM, ADGRG1, RHOD
spindle assembly	GO:0051225	3	345	57	18004	0.09596353614505225	0.2445052246873352	2.7466056445461478	0	INO80, HAUS6, HAUS8
response to oxidative stress	GO:0006979	5	345	127	18004	0.09746570862496028	0.24804283606888958	2.0545475293849136	0	STK25, TP53, SOD2, MMP14, TOR1A
negative regulation of protein targeting to mitochondrion	GO:1903215	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	C11orf65
regulation of Arp2/3 complex-mediated actin nucleation	GO:0034315	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	ARFIP2
positive regulation of helicase activity	GO:0051096	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	CHTOP
negative regulation of ATPase-coupled calcium transmembrane transporter activity	GO:1901895	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	THADA
regulation of oligodendrocyte differentiation	GO:0048713	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	SLC45A3
production of molecular mediator involved in inflammatory response	GO:0002532	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	PBXIP1
regulation of multicellular organismal process	GO:0051239	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	BMPR1B
osteoclast fusion	GO:0072675	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	CD81
positive regulation of microtubule polymerization	GO:0031116	2	345	28	18004	0.09993406163399782	0.2511350443739968	3.727536231884058	0	CDKN1B, ARL3
positive regulation of dopamine secretion	GO:0033603	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	CHRNB2
regulation of tissue remodeling	GO:0034103	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	TP53
regulation of respiratory gaseous exchange	GO:0043576	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	PASK
positive regulation of epithelial cell differentiation	GO:0030858	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	SOX9
positive regulation of hematopoietic stem cell proliferation	GO:1902035	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	KAT7
regulation of mitochondrial membrane permeability involved in apoptotic process	GO:1902108	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	TP53
cellular response to gonadotropin-releasing hormone	GO:0097211	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	UMODL1
sperm axoneme assembly	GO:0007288	2	345	28	18004	0.09993406163399782	0.2511350443739968	3.727536231884058	0	ARMC2, CFAP157
receptor-mediated virion attachment to host cell	GO:0046813	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	CD81
neutrophil degranulation	GO:0043312	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	VAMP8
liver regeneration	GO:0097421	2	345	29	18004	0.10603057420370428	0.2511350443739968	3.599000499750125	0	MYC, CCND1
regulation of transcription from RNA polymerase II promoter in response to oxidative stress	GO:0043619	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	ARNT
IRE1-mediated unfolded protein response	GO:0036498	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	XBP1
cell cycle phase transition	GO:0044770	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	TIPIN
positive regulation of hydrogen peroxide-mediated programmed cell death	GO:1901300	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	FOXO3
meiotic DNA double-strand break formation	GO:0042138	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	HORMAD1
mitochondrial DNA repair	GO:0043504	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	TP53
negative regulation of natural killer cell activation	GO:0032815	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	RHBDD3
positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator	GO:1902255	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	MYC
positive regulation of G2/M transition of mitotic cell cycle	GO:0010971	2	345	28	18004	0.09993406163399782	0.2511350443739968	3.727536231884058	0	RAD51B, CCND1
cellular response to UV-C	GO:0071494	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	TP53
regulation of protein ADP-ribosylation	GO:0010835	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	ADNP
mRNA transcription	GO:0009299	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	TP53
blastocyst growth	GO:0001832	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	RAD51B
endodermal cell fate specification	GO:0001714	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	HNF1B
regulation of developmental pigmentation	GO:0048070	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	BCL2L11
'de novo' IMP biosynthetic process	GO:0006189	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	ADSL
positive regulation of vascular wound healing	GO:0035470	1	345	6	18004	0.1096196984154264	0.2511350443739968	8.697584541062803	0	XBP1
